Barcode	Description	Asset Number	Manufacturer	Model Number	Serial Number	Facility	Storage Location	Storage Bin Qty	Out Bin Qty	Out To	Date Out	Due Date	Funding Source	Account	Status	In Service Date	Classification	Type	Miscellaneous
GG164	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1192.0 (AMPAM) (Responsible: Unassigned)	1/13/2018				Lost	1/13/2018	BITS	SELF FEED BITS	
GG168	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	2/6/2018					2/6/2018	BITS	SELF FEED BITS	
GG169	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	2/6/2018					2/6/2018	BITS	SELF FEED BITS	
GG172	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1155.0 (AMPAM) (Responsible: Unassigned)	2/12/2018					2/12/2018	BITS	SELF FEED BITS	
GG179	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1181.0 (AMPAM) (Responsible: Unassigned)	2/16/2018					2/16/2018	BITS	SELF FEED BITS	
GG182	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1142.0 (AMPAM) (Responsible: Unassigned)	2/21/2018				Lost	2/21/2018	BITS	SELF FEED BITS	
GG183	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1142.0 (AMPAM) (Responsible: Unassigned)	2/21/2018				Lost	2/21/2018	BITS	SELF FEED BITS	
GG186	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	3/6/2018					3/6/2018	BITS	SELF FEED BITS	
GG187	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	3/6/2018					3/6/2018	BITS	SELF FEED BITS	
GG188	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	3/6/2018					3/6/2018	BITS	SELF FEED BITS	
GG189	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	3/6/2018					3/6/2018	BITS	SELF FEED BITS	
GG190	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	3/6/2018					3/6/2018	BITS	SELF FEED BITS	
GG191	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	3/6/2018					3/6/2018	BITS	SELF FEED BITS	
GG194	2" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1142.0 (AMPAM) (Responsible: Unassigned)	4/16/2018				Lost	4/16/2018	BITS	SELF FEED BITS	
HH003	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			969.0 (AMPAM) (Responsible: Unassigned)	6/30/2016				Lost	6/30/2016	BITS	SELF FEED BITS	
HH004	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			969.0 (AMPAM) (Responsible: Unassigned)	6/30/2016				Lost	6/30/2016	BITS	SELF FEED BITS	
HH005	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			969.0 (AMPAM) (Responsible: Unassigned)	6/30/2016				Lost	6/30/2016	BITS	SELF FEED BITS	
HH006	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			969.0 (AMPAM) (Responsible: Unassigned)	6/30/2016				Lost	6/30/2016	BITS	SELF FEED BITS	
HH086	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1219.0 (AMPAM) (Responsible: Unassigned)	3/5/2018					7/12/2017	BITS	SELF FEED BITS	
HH087	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1219.0 (AMPAM) (Responsible: Unassigned)	3/5/2018					7/12/2017	BITS	SELF FEED BITS	
HH091	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	9/7/2017					9/7/2017	BITS	SELF FEED BITS	
HH092	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	9/7/2017					9/7/2017	BITS	SELF FEED BITS	
HH093	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	9/7/2017				Lost	9/7/2017	BITS	SELF FEED BITS	
HH098	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	1/25/2018					1/25/2018	BITS	SELF FEED BITS	
HH099	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	1/25/2018					1/25/2018	BITS	SELF FEED BITS	
HH100	2 1/8" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1219.0 (AMPAM) (Responsible: Unassigned)	3/5/2018					3/5/2018	BITS	SELF FEED BITS	
HV001	WET/ DRY VAC W/ HEPA FILTER		HILTI	VC40-U	034579	AMPAM	SOCAL (AMPAM)									1/17/2018	POWER TOOLS	WET/DRY VAC	
HV01	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175001493	AMPAM	SOCAL (AMPAM)			1112.0 (AMPAM) (Responsible: Unassigned)	3/21/2018					2/19/2018	MISC	ROTO VAC FILTER SYST	
HV02	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175005233	AMPAM	SOCAL (AMPAM)			1245.0 (AMPAM) (Responsible: Unassigned)	3/13/2018					2/19/2018	MISC	ROTO VAC FILTER SYST	
HV03	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175005234	AMPAM	SOCAL (AMPAM)			1197.0 (AMPAM) (Responsible: Unassigned)	4/11/2018					2/19/2018	MISC	ROTO VAC FILTER SYST	
HV04	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175005232	AMPAM	SOCAL (AMPAM)			1153.0 (AMPAM) (Responsible: Unassigned)	3/28/2018					2/19/2018	MISC	ROTO VAC FILTER SYST	
HV05	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175005320	AMPAM	SOCAL (AMPAM)			1216.0 (AMPAM) (Responsible: Unassigned)	4/9/2018					2/19/2018	MISC	ROTO VAC FILTER SYST	
HV06	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175005321	AMPAM	SOCAL (AMPAM)									2/19/2018	MISC	ROTO VAC FILTER SYST	
HV08	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175005339	AMPAM	SOCAL (AMPAM)			1150.0 (AMPAM) (Responsible: Unassigned)	5/4/2018					2/19/2018	MISC	ROTO VAC FILTER SYST	
HV09	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175005338	AMPAM	SOCAL (AMPAM)			1249.0 (AMPAM) (Responsible: Unassigned)	5/16/2018					2/19/2018	MISC	ROTO VAC FILTER SYST	
HV10	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175005337	AMPAM	SOCAL (AMPAM)			1151.0 (AMPAM) (Responsible: Unassigned)	5/16/2018					2/19/2018	MISC	ROTO VAC FILTER SYST	
HV11	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD174903750	AMPAM	SOCAL (AMPAM)			1215.0 (AMPAM) (Responsible: Unassigned)	5/16/2018					4/26/2018	MISC	ROTO VAC FILTER SYST	
HV12	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175000229	AMPAM	SOCAL (AMPAM)			1105.0 (AMPAM) (Responsible: Unassigned)	5/16/2018				Lost	4/26/2018	MISC	ROTO VAC FILTER SYST	
HV13	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175000238	AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	5/24/2018					4/26/2018	MISC	ROTO VAC FILTER SYST	
HV14	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD175000237	AMPAM	SOCAL (AMPAM)			1088.0FINISH (AMPAM) (Responsible: Unassigned)	5/29/2018					4/26/2018	MISC	ROTO VAC FILTER SYST	
HV15	HAMMERVAC 2 BATTERY KIT		MILWAUKEE	2306-22	E82AD174700914	AMPAM	SOCAL (AMPAM)			1105.0 (AMPAM) (Responsible: Unassigned)	6/5/2018					4/26/2018	MISC	ROTO VAC FILTER SYST	
HX001	12" CORE BIT EXTENSION		HILTI	DD-BI-ET-300		AMPAM	SOCAL (AMPAM)								Broken	9/30/2016	BITS	CORE BITS	
HX02	12" CORE BIT EXTENSION		HILTI	DD-BI-ET-300		AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	5/15/2018					5/15/2018	BITS	CORE BITS	
HX05	12" CORE BIT EXTENSION		HILTI	DD-BI-ET-300		AMPAM	SOCAL (AMPAM)			JOAQUIN CONTRERAS (AMPAM) (Responsible: Unassigned)	7/3/2018					2/13/2018	BITS	CORE BITS	
II032	2 1/4" SELF FEED BITS		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1123.0 (AMPAM) (Responsible: Unassigned)	9/16/2016					9/16/2016	BITS	SELF FEED BITS	
II033	2 1/4" SELF FEED BITS		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1123.0 (AMPAM) (Responsible: Unassigned)	9/16/2016					9/16/2016	BITS	SELF FEED BITS	
II037	2 1/4" SELF FEED BITS		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1123.0 (AMPAM) (Responsible: Unassigned)	5/25/2017					5/25/2017	BITS	SELF FEED BITS	
IO 504	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1192.0 (AMPAM) (Responsible: Unassigned)	2/2/2018				Lost	2/2/2018	HAND HELD TOOLS	REAMER	
IO 541	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 VALENTIN (AMPAM) (Responsible: Unassigned)	3/27/2018					3/27/2018	HAND HELD TOOLS	REAMER	
IO 542	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 VALENTIN (AMPAM) (Responsible: Unassigned)	3/27/2018					3/27/2018	HAND HELD TOOLS	REAMER	
IO 620	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1228.0 (AMPAM) (Responsible: Unassigned)	9/21/2018					9/21/2018	HAND HELD TOOLS	REAMER	
IO154	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1039.0 FINISH (AMPAM) (Responsible: Unassigned)	10/4/2016				Lost	6/25/2016	HAND HELD TOOLS	REAMER	
IO155	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1039.0 FINISH (AMPAM) (Responsible: Unassigned)	10/4/2016				Lost	7/14/2016	HAND HELD TOOLS	REAMER	
IO156	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1039.0 FINISH (AMPAM) (Responsible: Unassigned)	10/4/2016				Lost	6/25/2016	HAND HELD TOOLS	REAMER	
IO166	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1004.0FINISH (AMPAM) (Responsible: Unassigned)	7/18/2016				Lost	7/18/2016	HAND HELD TOOLS	REAMER	
IO290	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1004.0FINISH (AMPAM) (Responsible: Unassigned)	7/18/2016				Lost	7/18/2016	HAND HELD TOOLS	REAMER	
IO291	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1004.0FINISH (AMPAM) (Responsible: Unassigned)	7/18/2016				Lost	7/18/2016	HAND HELD TOOLS	REAMER	
IO292	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1004.0FINISH (AMPAM) (Responsible: Unassigned)	7/18/2016				Lost	7/18/2016	HAND HELD TOOLS	REAMER	
IO293	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1004.0FINISH (AMPAM) (Responsible: Unassigned)	7/18/2016				Lost	7/18/2016	HAND HELD TOOLS	REAMER	
IO294	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1070.012B (AMPAM) (Responsible: Unassigned)	7/6/2016				Lost	7/6/2016	HAND HELD TOOLS	REAMER	
IO297	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1070.012B (AMPAM) (Responsible: Unassigned)	7/6/2016				Lost	7/6/2016	HAND HELD TOOLS	REAMER	
IO319	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1057.0 (AMPAM) (Responsible: Unassigned)	7/9/2016				Lost	7/9/2016	HAND HELD TOOLS	REAMER	
IO320	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1057.0 (AMPAM) (Responsible: Unassigned)	7/9/2016				Lost	7/9/2016	HAND HELD TOOLS	REAMER	
IO321	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1057.0 (AMPAM) (Responsible: Unassigned)	7/9/2016				Lost	7/9/2016	HAND HELD TOOLS	REAMER	
IO322	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1057.0 (AMPAM) (Responsible: Unassigned)	7/9/2016				Lost	7/9/2016	HAND HELD TOOLS	REAMER	
IO323	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1057.0 (AMPAM) (Responsible: Unassigned)	7/9/2016				Lost	7/9/2016	HAND HELD TOOLS	REAMER	
IO324	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1057.0 (AMPAM) (Responsible: Unassigned)	7/9/2016				Lost	7/9/2016	HAND HELD TOOLS	REAMER	
IO325	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1057.0 (AMPAM) (Responsible: Unassigned)	7/9/2016				Lost	7/9/2016	HAND HELD TOOLS	REAMER	
IO341	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1109.0 (AMPAM) (Responsible: Unassigned)	8/12/2016				Lost	8/12/2016	HAND HELD TOOLS	REAMER	
IO342	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1109.0 (AMPAM) (Responsible: Unassigned)	8/12/2016				Lost	8/12/2016	HAND HELD TOOLS	REAMER	
IO343	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1109.0 (AMPAM) (Responsible: Unassigned)	8/12/2016				Lost	8/12/2016	HAND HELD TOOLS	REAMER	
IO413	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			MIGUEL LEON SERVICE VAN (AMPAM) (Responsible: Unassigned)	12/5/2017					5/25/2017	HAND HELD TOOLS	REAMER	
IO414	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			MIGUEL LEON SERVICE VAN (AMPAM) (Responsible: Unassigned)	12/5/2017					5/25/2017	HAND HELD TOOLS	REAMER	
IO415	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			MIGUEL LEON SERVICE VAN (AMPAM) (Responsible: Unassigned)	12/5/2017					5/25/2017	HAND HELD TOOLS	REAMER	
IO416	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			MIGUEL LEON SERVICE VAN (AMPAM) (Responsible: Unassigned)	12/5/2017					5/25/2017	HAND HELD TOOLS	REAMER	
IO432	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1123.0 (AMPAM) (Responsible: Unassigned)	8/2/2017					8/1/2017	HAND HELD TOOLS	REAMER	
IO433	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1123.0 (AMPAM) (Responsible: Unassigned)	8/2/2017					8/1/2017	HAND HELD TOOLS	REAMER	
IO434	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1123.0 (AMPAM) (Responsible: Unassigned)	8/2/2017					8/1/2017	HAND HELD TOOLS	REAMER	
IO435	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1133.0 (AMPAM) (Responsible: Unassigned)	8/7/2017					8/7/2017	HAND HELD TOOLS	REAMER	
IO436	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1133.0 (AMPAM) (Responsible: Unassigned)	8/7/2017					8/7/2017	HAND HELD TOOLS	REAMER	
IO447	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1157.0 (AMPAM) (Responsible: Unassigned)	8/24/2017					8/24/2017	HAND HELD TOOLS	REAMER	
IO448	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1157.0 (AMPAM) (Responsible: Unassigned)	8/24/2017					8/24/2017	HAND HELD TOOLS	REAMER	
IO449	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1157.0 (AMPAM) (Responsible: Unassigned)	8/24/2017					8/24/2017	HAND HELD TOOLS	REAMER	
IO452	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1192 finish (AMPAM) (Responsible: Unassigned)	11/5/2018					9/5/2017	HAND HELD TOOLS	REAMER	
IO453	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1192 finish (AMPAM) (Responsible: Unassigned)	11/5/2018					9/5/2017	HAND HELD TOOLS	REAMER	
IO454	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1192 finish (AMPAM) (Responsible: Unassigned)	11/5/2018					9/5/2017	HAND HELD TOOLS	REAMER	
IO455	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1193.0 (AMPAM) (Responsible: Unassigned)	9/14/2017				Lost	9/14/2017	HAND HELD TOOLS	REAMER	
IO456	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1193.0 (AMPAM) (Responsible: Unassigned)	9/14/2017				Lost	9/14/2017	HAND HELD TOOLS	REAMER	
IO461	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1178.0 (AMPAM) (Responsible: Unassigned)	10/13/2017					10/13/2017	HAND HELD TOOLS	REAMER	
IO463	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1178.0 (AMPAM) (Responsible: Unassigned)	10/13/2017					10/13/2017	HAND HELD TOOLS	REAMER	
IO466	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	10/19/2017					10/19/2017	HAND HELD TOOLS	REAMER	
IO467	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	10/19/2017					10/19/2017	HAND HELD TOOLS	REAMER	
IO468	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	10/19/2017					10/19/2017	HAND HELD TOOLS	REAMER	
IO469	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	10/19/2017					10/19/2017	HAND HELD TOOLS	REAMER	
IO470	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	10/19/2017					10/19/2017	HAND HELD TOOLS	REAMER	
IO477	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1147.0 (AMPAM) (Responsible: Unassigned)	10/28/2017				Lost	10/28/2017	HAND HELD TOOLS	REAMER	
IO478	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1147.0 (AMPAM) (Responsible: Unassigned)	10/28/2017				Lost	10/28/2017	HAND HELD TOOLS	REAMER	
IO479	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1147.0 (AMPAM) (Responsible: Unassigned)	10/28/2017				Lost	10/28/2017	HAND HELD TOOLS	REAMER	
IO484	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1157.0 (AMPAM) (Responsible: Unassigned)	11/22/2017					11/21/2017	HAND HELD TOOLS	REAMER	
IO486	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1139.0 (AMPAM) (Responsible: Unassigned)	12/11/2017				Lost	12/11/2017	HAND HELD TOOLS	REAMER	
IO487	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1200.0 (AMPAM) (Responsible: Unassigned)	1/6/2018					1/6/2018	HAND HELD TOOLS	REAMER	
IO488	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1200.0 (AMPAM) (Responsible: Unassigned)	1/6/2018					1/6/2018	HAND HELD TOOLS	REAMER	
IO489	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1200.0 (AMPAM) (Responsible: Unassigned)	1/6/2018					1/6/2018	HAND HELD TOOLS	REAMER	
IO497	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/1/2018					2/1/2018	HAND HELD TOOLS	REAMER	
IO498	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/1/2018					2/1/2018	HAND HELD TOOLS	REAMER	
IO499	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/1/2018				Lost	2/1/2018	HAND HELD TOOLS	REAMER	
IO500	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/1/2018					2/1/2018	HAND HELD TOOLS	REAMER	
IO501	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/1/2018					2/1/2018	HAND HELD TOOLS	REAMER	
IO502	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/1/2018					2/1/2018	HAND HELD TOOLS	REAMER	
IO503	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/1/2018					2/1/2018	HAND HELD TOOLS	REAMER	
IO504	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/1/2018					2/1/2018	HAND HELD TOOLS	REAMER	
IO506	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1192.0 (AMPAM) (Responsible: Unassigned)	2/2/2018				Lost	2/2/2018	HAND HELD TOOLS	REAMER	
IO507	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1192.0 (AMPAM) (Responsible: Unassigned)	2/2/2018				Lost	2/2/2018	HAND HELD TOOLS	REAMER	
IO508	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1192.0 (AMPAM) (Responsible: Unassigned)	2/2/2018				Lost	2/2/2018	HAND HELD TOOLS	REAMER	
IO509	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			DAVID SERVICE VAN (AMPAM) (Responsible: Unassigned)	2/9/2018					2/9/2018	HAND HELD TOOLS	REAMER	
IO514	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018					2/13/2018	HAND HELD TOOLS	REAMER	
IO515	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018					2/13/2018	HAND HELD TOOLS	REAMER	
IO516	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018					2/13/2018	HAND HELD TOOLS	REAMER	
IO517	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018				Lost	2/13/2018	HAND HELD TOOLS	REAMER	
IO518	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018					2/13/2018	HAND HELD TOOLS	REAMER	
IO519	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018					2/13/2018	HAND HELD TOOLS	REAMER	
IO520	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018				Lost	2/13/2018	HAND HELD TOOLS	REAMER	
IO521	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018					2/13/2018	HAND HELD TOOLS	REAMER	
IO522	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018					2/13/2018	HAND HELD TOOLS	REAMER	
IO523	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018					2/13/2018	HAND HELD TOOLS	REAMER	
IO524	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018					2/13/2018	HAND HELD TOOLS	REAMER	
IO525	REAMER 1/4"-1 1/4"		RIDGID	223.S		AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	2/13/2018				Lost	2/13/2018	HAND HELD TOOLS	REAMER	
